code,readability_level
"def address_in_network(ip: str, net: str) -> bool:
    """"""This function allows you to check if an IP belongs to a network subnet

    Example: returns True if ip = 192.168.1.1 and net = 192.168.1.0/24
             returns False if ip = 192.168.1.1 and net = 192.168.100.0/24

    :rtype: bool
    """"""
    ipaddr = struct.unpack(""=L"", socket.inet_aton(ip))[0]
    netaddr, bits = net.split(""/"")
    netmask = struct.unpack(""=L"", socket.inet_aton(dotted_netmask(int(bits))))[0]
    network = struct.unpack(""=L"", socket.inet_aton(netaddr))[0] & netmask
    return (ipaddr & netmask) == (network & netmask)",Medium
"def dotted_netmask(mask: int) -> str:
    """"""Converts mask from /xx format to xxx.xxx.xxx.xxx

    Example: if mask is 24 function returns 255.255.255.0

    :rtype: str
    """"""
    bits = 0xFFFFFFFF ^ (1 << 32 - mask) - 1
    return socket.inet_ntoa(struct.pack("">I"", bits))",Medium
"def is_ipv4_address(string_ip: str) -> bool:
    """"""
    :rtype: bool
    """"""
    try:
        socket.inet_aton(string_ip)
    except OSError:
        return False
    return True",High
"def is_valid_cidr(string_network: str) -> bool:
    """"""
    Very simple check of the cidr format in no_proxy variable.

    :rtype: bool
    """"""
    if string_network.count(""/"") == 1:
        try:
            mask = int(string_network.split(""/"")[1])
        except ValueError:
            return False

        if mask < 1 or mask > 32:
            return False

        try:
            socket.inet_aton(string_network.split(""/"")[0])
        except OSError:
            return False
    else:
        return False
    return True


@contextlib.contextmanager",High
"def set_environ(env_name: str, value: str | None) -> Generator[None, None, None]:
    """"""Set the environment variable 'env_name' to 'value'

    Save previous value, yield, and then restore the previous value stored in
    the environment variable 'env_name'.

    If 'value' is None, do nothing""""""
    value_changed = value is not None
    old_value: str | None = None
    if value_changed:
        old_value = os.environ.get(env_name)
        os.environ[env_name] = value
    try:
        yield
    finally:
        if value_changed:
            if old_value is None:
                del os.environ[env_name]
            else:
                os.environ[env_name] = old_value",High
"def get_environ_proxies(url: str, no_proxy: str | None = None) -> dict[str, str]:
    """"""
    Return a dict of environment proxies.

    :rtype: dict
    """"""
    if should_bypass_proxies(url, no_proxy=no_proxy):
        return {}
    else:
        return getproxies()",High
"def select_proxy(url: str, proxies: dict[str, str] | None) -> str | None:
    """"""Select a proxy for the url, if applicable.

    :param url: The url being for the request
    :param proxies: A dictionary of schemes or schemes and hosts to proxy URLs
    """"""
    proxies = proxies or {}
    urlparts = urlparse(url)
    if urlparts.hostname is None:
        return proxies.get(urlparts.scheme, proxies.get(""all""))

    proxy_keys = [
        urlparts.scheme + ""://"" + urlparts.hostname,
        urlparts.scheme,
        ""all://"" + urlparts.hostname,
        ""all"",
    ]
    proxy = None
    for proxy_key in proxy_keys:
        if proxy_key in proxies:
            proxy = proxies[proxy_key]
            break

    return proxy",High
"def resolve_proxies(
    request: Request | PreparedRequest,
    proxies: dict[str, str] | None,
    trust_env: bool = True,
) -> dict[str, str]:
    """"""This method takes proxy information from a request and configuration
    input to resolve a mapping of target proxies. This will consider settings
    such as NO_PROXY to strip proxy configurations.

    :param request: Request or PreparedRequest
    :param proxies: A dictionary of schemes or schemes and hosts to proxy URLs
    :param trust_env: Boolean declaring whether to trust environment configs

    :rtype: dict
    """"""
    proxies = proxies if proxies is not None else {}
    url = cast(str, request.url)
    scheme = urlparse(url).scheme
    no_proxy = proxies.get(""no_proxy"")
    new_proxies = proxies.copy()

    if trust_env and not should_bypass_proxies(url, no_proxy=no_proxy):
        environ_proxies = get_environ_proxies(url, no_proxy=no_proxy)

        proxy = environ_proxies.get(scheme, environ_proxies.get(""all""))

        if proxy:
            new_proxies.setdefault(scheme, proxy)
    return new_proxies",High
"def default_user_agent(name: str = ""python-requests"") -> str:
    """"""
    Return a string representing the default user agent.

    :rtype: str
    """"""
    return f""{name}/{__version__}""",Medium
"def default_headers() -> CaseInsensitiveDict[str]:
    """"""
    :rtype: requests.structures.CaseInsensitiveDict
    """"""
    return CaseInsensitiveDict(
        {
            ""User-Agent"": default_user_agent(),
            ""Accept-Encoding"": DEFAULT_ACCEPT_ENCODING,
            ""Accept"": ""*/*"",
            ""Connection"": ""keep-alive"",
        }
    )",High
"def parse_header_links(value: str) -> list[dict[str, str]]:
    """"""Return a list of parsed link headers proxies.

    i.e. Link: <http:/.../front.jpeg>; rel=front; type=""image/jpeg"",<http://.../back.jpeg>; rel=back;type=""image/jpeg""

    :rtype: list
    """"""

    links: list[dict[str, str]] = []

    replace_chars = "" '\""""

    value = value.strip(replace_chars)
    if not value:
        return links

    for val in re.split("", *<"", value):
        try:
            url, params = val.split("";"", 1)
        except ValueError:
            url, params = val, """"

        link: dict[str, str] = {""url"": url.strip(""<> '\"""")}

        for param in params.split("";""):
            try:
                key, value = param.split(""="")
            except ValueError:
                break

            link[key.strip(replace_chars)] = value.strip(replace_chars)

        links.append(link)

    return links


# Null bytes; no need to recreate these on each call to guess_json_utf
_null = ""\x00"".encode(""ascii"")  # encoding to ASCII for Python 3
_null2 = _null * 2
_null3 = _null * 3",Medium
"def guess_json_utf(data: bytes) -> str | None:
    """"""
    :rtype: str
    """"""
    # JSON always starts with two ASCII characters, so detection is as
    # easy as counting the nulls and from their location and count
    # determine the encoding. Also detect a BOM, if present.
    sample = data[:4]
    if sample in (codecs.BOM_UTF32_LE, codecs.BOM_UTF32_BE):
        return ""utf-32""  # BOM included
    if sample[:3] == codecs.BOM_UTF8:
        return ""utf-8-sig""  # BOM included, MS style (discouraged)
    if sample[:2] in (codecs.BOM_UTF16_LE, codecs.BOM_UTF16_BE):
        return ""utf-16""  # BOM included
    nullcount = sample.count(_null)
    if nullcount == 0:
        return ""utf-8""
    if nullcount == 2:
        if sample[::2] == _null2:  # 1st and 3rd are null
            return ""utf-16-be""
        if sample[1::2] == _null2:  # 2nd and 4th are null
            return ""utf-16-le""
        # Did not detect 2 valid UTF-16 ascii-range characters
    if nullcount == 3:
        if sample[:3] == _null3:
            return ""utf-32-be""
        if sample[1:] == _null3:
            return ""utf-32-le""
        # Did not detect a valid UTF-32 ascii-range character
    return None",High
"def prepend_scheme_if_needed(url: str, new_scheme: str) -> str:
    """"""Given a URL that may or may not have a scheme, prepend the given scheme.
    Does not replace a present scheme with the one provided as an argument.

    :rtype: str
    """"""
    parsed = parse_url(url)
    scheme, auth, _host, _port, path, query, fragment = parsed

    # A defect in urlparse determines that there isn't a netloc present in some
    # urls. We previously assumed parsing was overly cautious, and swapped the
    # netloc and path. Due to a lack of tests on the original defect, this is
    # maintained with parse_url for backwards compatibility.
    netloc = parsed.netloc
    if not netloc:
        netloc, path = path, netloc

    if auth:
        # parse_url doesn't provide the netloc with auth
        # so we'll add it ourselves.
        netloc = cast(str, netloc)
        netloc = ""@"".join([auth, netloc])
    if scheme is None:
        scheme = new_scheme
    if path is None:
        path = """"

    return urlunparse((scheme, netloc, path, """", query, fragment))",High
"def get_auth_from_url(url: str) -> tuple[str, str]:
    """"""Given a url with authentication components, extract them into a tuple of
    username,password.

    :rtype: (str,str)
    """"""
    parsed = urlparse(url)

    try:
        # except handles parsed.username/password being None
        auth = (unquote(parsed.username), unquote(parsed.password))  # type: ignore[arg-type]
    except (AttributeError, TypeError):
        auth = ("""", """")

    return auth",High
"def check_header_validity(header: tuple[str | bytes, str | bytes]) -> None:
    """"""Verifies that header parts don't contain leading whitespace
    reserved characters, or return characters.

    :param header: tuple, in the format (name, value).
    """"""
    name, value = header
    _validate_header_part(header, name, 0)
    _validate_header_part(header, value, 1)",High
"def _validate_header_part(
    header: tuple[str | bytes, str | bytes],
    header_part: str | bytes,
    header_validator_index: int,
) -> None:
    if isinstance(header_part, str):
        validator = _HEADER_VALIDATORS_STR[header_validator_index]
    elif isinstance(header_part, bytes):  # type: ignore[reportUnnecessaryIsInstance]
        # runtime guard for non-str/bytes input
        validator = _HEADER_VALIDATORS_BYTE[header_validator_index]
    else:
        raise InvalidHeader(
            f""Header part ({header_part!r}) from {header} ""
            f""must be of type str or bytes, not {type(header_part)}""
        )

    if not validator.match(header_part):  # type: ignore[arg-type]
        header_kind = ""name"" if header_validator_index == 0 else ""value""
        raise InvalidHeader(
            f""Invalid leading whitespace, reserved character(s), or return ""
            f""character(s) in header {header_kind}: {header_part!r}""
        )",Medium
